"NPOT.per.yr","Site.name","Season","corr_spearman","Memo"
1,"07109500","JJA",0.341126,"OK"
1,"07109500","Annual",0.636678,"OK"
2,"07109500","SON",NA,"nyr.Nevents.over.zero<5"
2,"07109500","DJF",NA,"nyr.Nevents.over.zero<5"
2,"07109500","MAM",0.605903,"OK"
2,"07109500","JJA",0.391808,"OK"
2,"07109500","Annual",0.575251,"OK"
3,"07109500","SON",0.42368,"OK"
3,"07109500","DJF",NA,"nyr.Nevents.over.zero<5"
3,"07109500","MAM",0.381516,"OK"
3,"07109500","JJA",0.331149,"OK"
3,"07109500","Annual",0.530693,"OK"
1,"07116500","SON",NA,"nyr.Nevents.over.zero<5"
1,"07116500","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07116500","MAM",0.367757,"OK"
1,"07116500","JJA",0.537666,"OK"
1,"07116500","Annual",0.58579,"OK"
2,"07116500","SON",NA,"nyr.Nevents.over.zero<5"
2,"07116500","DJF",NA,"nyr.Nevents.over.zero<5"
2,"07116500","MAM",0.679904,"OK"
2,"07116500","JJA",0.545982,"OK"
2,"07116500","Annual",0.725023,"OK"
3,"07116500","SON",0.194512,"OK"
3,"07116500","DJF",0.58532,"OK"
3,"07116500","MAM",0.613074,"OK"
3,"07116500","JJA",0.539366,"OK"
3,"07116500","Annual",0.646039,"OK"
1,"07119500","SON",NA,"all.modeled.values.are.the.same"
1,"07119500","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07119500","MAM",0.394019,"OK"
1,"07119500","JJA",0.245846,"OK"
1,"07119500","Annual",0.206185,"OK"
2,"07119500","SON",NA,"all.modeled.values.are.the.same"
2,"07119500","DJF",NA,"nyr.Nevents.over.zero<5"
2,"07119500","MAM",0.526164,"OK"
2,"07119500","JJA",0.243099,"OK"
2,"07119500","Annual",0.308506,"OK"
3,"07119500","SON",NA,"all.modeled.values.are.the.same"
3,"07119500","DJF",NA,"nyr.Nevents.over.zero<5"
3,"07119500","MAM",0.550903,"OK"
3,"07119500","JJA",0.439972,"OK"
3,"07119500","Annual",0.301561,"OK"
1,"07121500","SON",NA,"nyr.Nevents.over.zero<5"
1,"07121500","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07121500","MAM",0.535232,"OK"
1,"07121500","JJA",0.297703,"OK"
1,"07121500","Annual",0.435313,"OK"
2,"07121500","SON",-0.110432,"OK"
2,"07121500","DJF",NA,"nyr.Nevents.over.zero<5"
2,"07121500","MAM",0.648834,"OK"
2,"07121500","JJA",0.406117,"OK"
2,"07121500","Annual",0.410425,"OK"
3,"07121500","SON",0.032629,"OK"
3,"07121500","DJF",NA,"nyr.Nevents.over.zero<5"
3,"07121500","MAM",0.588875,"OK"
3,"07121500","JJA",0.525963,"OK"
3,"07121500","Annual",0.438264,"OK"
1,"07124000","SON",NA,"all.modeled.values.are.the.same"
1,"07124000","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07124000","MAM",0.67679,"OK"
1,"07124000","JJA",0.443413,"OK"
1,"07124000","Annual",0.579692,"OK"
2,"07124000","SON",0.388032,"OK"
2,"07124000","DJF",NA,"nyr.Nevents.over.zero<5"
2,"07124000","MAM",0.470444,"OK"
2,"07124000","JJA",0.373429,"OK"
2,"07124000","Annual",0.483293,"OK"
3,"07124000","SON",0.391323,"OK"
3,"07124000","DJF",0.416866,"OK"
3,"07124000","MAM",0.459415,"OK"
3,"07124000","JJA",0.379117,"OK"
3,"07124000","Annual",0.513215,"OK"
1,"07124200","SON",NA,"nyr.Nevents.over.zero<5"
1,"07124200","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07124200","MAM",0.464705,"OK"
1,"07124200","JJA",0.440353,"OK"
1,"07124200","Annual",0.602854,"OK"
2,"07124200","SON",0.418676,"OK"
2,"07124200","DJF",NA,"nyr.Nevents.over.zero<5"
2,"07124200","MAM",0.703159,"OK"
2,"07124200","JJA",0.56139,"OK"
2,"07124200","Annual",0.735032,"OK"
3,"07124200","SON",0.426428,"OK"
3,"07124200","DJF",NA,"nyr.Nevents.over.zero<5"
3,"07124200","MAM",0.727399,"OK"
3,"07124200","JJA",0.656821,"OK"
3,"07124200","Annual",0.711748,"OK"
1,"07124410","SON",NA,"all.modeled.values.are.the.same"
1,"07124410","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07124410","MAM",0.396522,"OK"
1,"07124410","JJA",0.339167,"OK"
1,"07124410","Annual",0.548992,"OK"
2,"07124410","SON",0.314789,"OK"
2,"07124410","DJF",NA,"nyr.Nevents.over.zero<5"
2,"07124410","MAM",NA,"all.modeled.values.are.the.same"
2,"07124410","JJA",0.688872,"OK"
2,"07124410","Annual",0.650621,"OK"
3,"07124410","SON",0.259331,"OK"
3,"07124410","DJF",NA,"nyr.Nevents.over.zero<5"
3,"07124410","MAM",0.520142,"OK"
3,"07124410","JJA",0.639195,"OK"
3,"07124410","Annual",0.691695,"OK"
1,"07126300","SON",NA,"all.modeled.values.are.the.same"
1,"07126300","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07126300","MAM",0.499605,"OK"
1,"07126300","JJA",0.334814,"OK"
1,"07126300","Annual",0.432136,"OK"
2,"07126300","SON",NA,"all.modeled.values.are.the.same"
2,"07126300","DJF",NA,"nyr.Nevents.over.zero<5"
2,"07126300","MAM",0.665976,"OK"
2,"07126300","JJA",0.436666,"OK"
2,"07126300","Annual",0.442427,"OK"
3,"07126300","SON",NA,"all.modeled.values.are.the.same"
3,"07126300","DJF",NA,"nyr.Nevents.over.zero<5"
3,"07126300","MAM",0.740777,"OK"
3,"07126300","JJA",0.544797,"OK"
3,"07126300","Annual",0.574259,"OK"
1,"07128500","SON",NA,"all.modeled.values.are.the.same"
1,"07128500","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07128500","MAM",0.455129,"OK"
1,"07128500","JJA",0.346501,"OK"
1,"07128500","Annual",0.322927,"OK"
2,"07128500","SON",NA,"all.modeled.values.are.the.same"
2,"07128500","DJF",NA,"nyr.Nevents.over.zero<5"
2,"07128500","MAM",0.557361,"OK"
2,"07128500","JJA",0.415278,"OK"
2,"07128500","Annual",0.275787,"OK"
3,"07128500","SON",NA,"all.modeled.values.are.the.same"
3,"07128500","DJF",NA,"nyr.Nevents.over.zero<5"
3,"07128500","MAM",0.507507,"OK"
3,"07128500","JJA",0.341689,"OK"
3,"07128500","Annual",0.318921,"OK"
1,"07130500","SON",NA,"nyr.Nevents.over.zero<5"
1,"07130500","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07130500","MAM",NA,"all.modeled.values.are.the.same"
1,"07130500","JJA",0.20584,"OK"
1,"07130500","Annual",0.23534,"OK"
2,"07130500","SON",NA,"all.modeled.values.are.the.same"
2,"07130500","DJF",NA,"nyr.Nevents.over.zero<5"
2,"07130500","MAM",NA,"all.modeled.values.are.the.same"
2,"07130500","JJA",NA,"all.modeled.values.are.the.same"
2,"07130500","Annual",NA,"all.modeled.values.are.the.same"
3,"07130500","SON",NA,"all.modeled.values.are.the.same"
3,"07130500","DJF",NA,"nyr.Nevents.over.zero<5"
3,"07130500","MAM",NA,"all.modeled.values.are.the.same"
3,"07130500","JJA",NA,"all.modeled.values.are.the.same"
3,"07130500","Annual",NA,"all.modeled.values.are.the.same"
1,"07133000","SON",NA,"nyr.Nevents.over.zero<5"
1,"07133000","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07133000","MAM",NA,"all.modeled.values.are.the.same"
1,"07133000","JJA",0.166138,"OK"
1,"07133000","Annual",0.17973,"OK"
2,"07133000","SON",NA,"all.modeled.values.are.the.same"
2,"07133000","DJF",NA,"nyr.Nevents.over.zero<5"
2,"07133000","MAM",NA,"all.modeled.values.are.the.same"
2,"07133000","JJA",0.22198,"OK"
2,"07133000","Annual",0.205542,"OK"
3,"07133000","SON",NA,"all.modeled.values.are.the.same"
3,"07133000","DJF",NA,"nyr.Nevents.over.zero<5"
3,"07133000","MAM",NA,"all.modeled.values.are.the.same"
3,"07133000","JJA",0.191041,"OK"
3,"07133000","Annual",0.016343,"OK"
1,"07134180","SON",NA,"nyr.Nevents.over.zero<5"
1,"07134180","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07134180","MAM",NA,"nyr.Nevents.over.zero<5"
1,"07134180","JJA",NA,"all.modeled.values.are.the.same"
1,"07134180","Annual",NA,"all.modeled.values.are.the.same"
2,"07134180","SON",NA,"nyr.Nevents.over.zero<5"
2,"07134180","DJF",NA,"nyr.Nevents.over.zero<5"
2,"07134180","MAM",NA,"all.modeled.values.are.the.same"
2,"07134180","JJA",NA,"all.modeled.values.are.the.same"
2,"07134180","Annual",NA,"all.modeled.values.are.the.same"
3,"07134180","SON",NA,"all.modeled.values.are.the.same"
3,"07134180","DJF",NA,"nyr.Nevents.over.zero<5"
3,"07134180","MAM",NA,"all.modeled.values.are.the.same"
3,"07134180","JJA",NA,"all.modeled.values.are.the.same"
3,"07134180","Annual",NA,"all.modeled.values.are.the.same"
1,"07137500","SON",NA,"all.modeled.values.are.the.same"
1,"07137500","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07137500","MAM",NA,"all.modeled.values.are.the.same"
1,"07137500","JJA",0.116862,"OK"
1,"07137500","Annual",0.10074,"OK"
2,"07137500","SON",NA,"all.modeled.values.are.the.same"
2,"07137500","DJF",NA,"nyr.Nevents.over.zero<5"
2,"07137500","MAM",NA,"all.modeled.values.are.the.same"
2,"07137500","JJA",NA,"all.modeled.values.are.the.same"
2,"07137500","Annual",NA,"all.modeled.values.are.the.same"
3,"07137500","SON",NA,"all.modeled.values.are.the.same"
3,"07137500","DJF",NA,"nyr.Nevents.over.zero<5"
3,"07137500","MAM",NA,"all.modeled.values.are.the.same"
3,"07137500","JJA",0.258838,"OK"
3,"07137500","Annual",0.363939,"OK"
1,"07138000","SON",NA,"all.modeled.values.are.the.same"
1,"07138000","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07138000","MAM",NA,"all.modeled.values.are.the.same"
1,"07138000","JJA",0.137201,"OK"
1,"07138000","Annual",0.123263,"OK"
2,"07138000","SON",NA,"all.modeled.values.are.the.same"
2,"07138000","DJF",NA,"nyr.Nevents.over.zero<5"
2,"07138000","MAM",NA,"all.modeled.values.are.the.same"
2,"07138000","JJA",NA,"all.modeled.values.are.the.same"
2,"07138000","Annual",NA,"all.modeled.values.are.the.same"
3,"07138000","SON",0.064007,"OK"
3,"07138000","DJF",NA,"nyr.Nevents.over.zero<5"
3,"07138000","MAM",NA,"all.modeled.values.are.the.same"
3,"07138000","JJA",0.231231,"OK"
3,"07138000","Annual",0.350607,"OK"
1,"07139000","SON",NA,"all.modeled.values.are.the.same"
1,"07139000","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07139000","MAM",NA,"all.modeled.values.are.the.same"
1,"07139000","JJA",0.45487,"OK"
1,"07139000","Annual",0.338148,"OK"
2,"07139000","SON",-0.114607,"OK"
2,"07139000","DJF",NA,"all.modeled.values.are.the.same"
2,"07139000","MAM",NA,"all.modeled.values.are.the.same"
2,"07139000","JJA",0.481485,"OK"
2,"07139000","Annual",0.38736,"OK"
3,"07139000","SON",0.106429,"OK"
3,"07139000","DJF",0.3376,"OK"
3,"07139000","MAM",0.228938,"OK"
3,"07139000","JJA",0.457466,"OK"
3,"07139000","Annual",0.404934,"OK"
1,"07140850","SON",NA,"all.modeled.values.are.the.same"
1,"07140850","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07140850","MAM",0.536007,"OK"
1,"07140850","JJA",0.492868,"OK"
1,"07140850","Annual",0.401629,"OK"
2,"07140850","SON",0.446737,"OK"
2,"07140850","DJF",NA,"nyr.Nevents.over.zero<5"
2,"07140850","MAM",0.644355,"OK"
2,"07140850","JJA",0.476477,"OK"
2,"07140850","Annual",0.702002,"OK"
3,"07140850","SON",0.51828,"OK"
3,"07140850","DJF",0.600381,"OK"
3,"07140850","MAM",0.536602,"OK"
3,"07140850","JJA",0.611146,"OK"
3,"07140850","Annual",0.670876,"OK"
1,"07141200","SON",0.090236,"OK"
1,"07141200","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07141200","MAM",0.258225,"OK"
1,"07141200","JJA",0.531193,"OK"
1,"07141200","Annual",0.460266,"OK"
2,"07141200","SON",0.297933,"OK"
2,"07141200","DJF",NA,"nyr.Nevents.over.zero<5"
2,"07141200","MAM",0.603928,"OK"
2,"07141200","JJA",0.477473,"OK"
2,"07141200","Annual",0.543266,"OK"
3,"07141200","SON",0.323503,"OK"
3,"07141200","DJF",NA,"nyr.Nevents.over.zero<5"
3,"07141200","MAM",0.527326,"OK"
3,"07141200","JJA",0.458419,"OK"
3,"07141200","Annual",0.505055,"OK"
1,"07141300","SON",NA,"all.modeled.values.are.the.same"
1,"07141300","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07141300","MAM",0.483311,"OK"
1,"07141300","JJA",0.293654,"OK"
1,"07141300","Annual",0.281945,"OK"
2,"07141300","SON",0.161464,"OK"
2,"07141300","DJF",0.394019,"OK"
2,"07141300","MAM",0.479789,"OK"
2,"07141300","JJA",0.420841,"OK"
2,"07141300","Annual",0.431142,"OK"
3,"07141300","SON",0.383858,"OK"
3,"07141300","DJF",NA,"all.modeled.values.are.the.same"
3,"07141300","MAM",0.514767,"OK"
3,"07141300","JJA",0.486096,"OK"
3,"07141300","Annual",0.331076,"OK"
1,"07141780","SON",0.160194,"OK"
1,"07141780","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07141780","MAM",0.568552,"OK"
1,"07141780","JJA",0.401531,"OK"
1,"07141780","Annual",0.390902,"OK"
2,"07141780","SON",0.082395,"OK"
2,"07141780","DJF",0.632735,"OK"
2,"07141780","MAM",0.674308,"OK"
2,"07141780","JJA",0.329936,"OK"
2,"07141780","Annual",0.502438,"OK"
3,"07141780","SON",0.364176,"OK"
3,"07141780","DJF",0.619721,"OK"
3,"07141780","MAM",0.650248,"OK"
3,"07141780","JJA",0.634816,"OK"
3,"07141780","Annual",0.580168,"OK"
1,"07141900","SON",0.371583,"OK"
1,"07141900","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07141900","MAM",0.627414,"OK"
1,"07141900","JJA",0.419569,"OK"
1,"07141900","Annual",0.459561,"OK"
2,"07141900","SON",0.489227,"OK"
2,"07141900","DJF",NA,"nyr.Nevents.over.zero<5"
2,"07141900","MAM",0.593071,"OK"
2,"07141900","JJA",0.480667,"OK"
2,"07141900","Annual",0.519755,"OK"
3,"07141900","SON",0.392577,"OK"
3,"07141900","DJF",0.443338,"OK"
3,"07141900","MAM",0.650156,"OK"
3,"07141900","JJA",0.565637,"OK"
3,"07141900","Annual",0.538857,"OK"
1,"07142300","SON",0.142996,"OK"
1,"07142300","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07142300","MAM",0.499027,"OK"
1,"07142300","JJA",0.348235,"OK"
1,"07142300","Annual",0.257688,"OK"
2,"07142300","SON",0.399848,"OK"
2,"07142300","DJF",0.425481,"OK"
2,"07142300","MAM",0.477544,"OK"
2,"07142300","JJA",0.266864,"OK"
2,"07142300","Annual",0.379623,"OK"
3,"07142300","SON",0.526956,"OK"
3,"07142300","DJF",0.072799,"OK"
3,"07142300","MAM",0.647623,"OK"
3,"07142300","JJA",0.311515,"OK"
3,"07142300","Annual",0.443305,"OK"
1,"07142575","SON",NA,"nyr.Nevents.over.zero<5"
1,"07142575","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07142575","MAM",0.553469,"OK"
1,"07142575","JJA",NA,"all.modeled.values.are.the.same"
1,"07142575","Annual",0.518932,"OK"
2,"07142575","SON",0.489141,"OK"
2,"07142575","DJF",NA,"nyr.Nevents.over.zero<5"
2,"07142575","MAM",0.659925,"OK"
2,"07142575","JJA",0.495045,"OK"
2,"07142575","Annual",0.607189,"OK"
3,"07142575","SON",0.51643,"OK"
3,"07142575","DJF",0.091659,"OK"
3,"07142575","MAM",0.549087,"OK"
3,"07142575","JJA",0.565652,"OK"
3,"07142575","Annual",0.548334,"OK"
1,"07143300","SON",0.478572,"OK"
1,"07143300","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07143300","MAM",0.588546,"OK"
1,"07143300","JJA",0.536461,"OK"
1,"07143300","Annual",0.550019,"OK"
2,"07143300","SON",0.378689,"OK"
2,"07143300","DJF",NA,"all.modeled.values.are.the.same"
2,"07143300","MAM",0.643627,"OK"
2,"07143300","JJA",0.512611,"OK"
2,"07143300","Annual",0.509899,"OK"
3,"07143300","SON",0.432806,"OK"
3,"07143300","DJF",0.478572,"OK"
3,"07143300","MAM",0.683036,"OK"
3,"07143300","JJA",0.718983,"OK"
3,"07143300","Annual",0.655908,"OK"
1,"07143330","SON",0.218938,"OK"
1,"07143330","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07143330","MAM",0.439371,"OK"
1,"07143330","JJA",0.209014,"OK"
1,"07143330","Annual",0.344338,"OK"
2,"07143330","SON",0.34194,"OK"
2,"07143330","DJF",NA,"all.modeled.values.are.the.same"
2,"07143330","MAM",0.601892,"OK"
2,"07143330","JJA",0.321281,"OK"
2,"07143330","Annual",0.599116,"OK"
3,"07143330","SON",0.26675,"OK"
3,"07143330","DJF",0.14723,"OK"
3,"07143330","MAM",0.642483,"OK"
3,"07143330","JJA",0.415253,"OK"
3,"07143330","Annual",0.432348,"OK"
1,"07143375","SON",NA,"all.modeled.values.are.the.same"
1,"07143375","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07143375","MAM",0.229886,"OK"
1,"07143375","JJA",0.300778,"OK"
1,"07143375","Annual",0.641712,"OK"
2,"07143375","SON",NA,"all.modeled.values.are.the.same"
2,"07143375","DJF",NA,"nyr.Nevents.over.zero<5"
2,"07143375","MAM",0.568105,"OK"
2,"07143375","JJA",NA,"all.modeled.values.are.the.same"
2,"07143375","Annual",0.611973,"OK"
3,"07143375","SON",0.407106,"OK"
3,"07143375","DJF",NA,"all.modeled.values.are.the.same"
3,"07143375","MAM",0.668901,"OK"
3,"07143375","JJA",0.299607,"OK"
3,"07143375","Annual",0.683216,"OK"
1,"07143665","SON",0.601855,"OK"
1,"07143665","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07143665","MAM",0.41591,"OK"
1,"07143665","JJA",0.383205,"OK"
1,"07143665","Annual",0.59534,"OK"
2,"07143665","SON",0.579431,"OK"
2,"07143665","DJF",0.264001,"OK"
2,"07143665","MAM",0.754696,"OK"
2,"07143665","JJA",0.705203,"OK"
2,"07143665","Annual",0.566257,"OK"
3,"07143665","SON",0.660894,"OK"
3,"07143665","DJF",0.657538,"OK"
3,"07143665","MAM",0.727413,"OK"
3,"07143665","JJA",0.580111,"OK"
3,"07143665","Annual",0.6847,"OK"
1,"07144200","SON",0.278022,"OK"
1,"07144200","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07144200","MAM",0.47848,"OK"
1,"07144200","JJA",0.525622,"OK"
1,"07144200","Annual",0.600222,"OK"
2,"07144200","SON",0.46492,"OK"
2,"07144200","DJF",0.514597,"OK"
2,"07144200","MAM",0.537976,"OK"
2,"07144200","JJA",0.601255,"OK"
2,"07144200","Annual",0.582044,"OK"
3,"07144200","SON",0.521381,"OK"
3,"07144200","DJF",0.685044,"OK"
3,"07144200","MAM",0.630426,"OK"
3,"07144200","JJA",0.709426,"OK"
3,"07144200","Annual",0.71708,"OK"
1,"07144300","SON",0.22359,"OK"
1,"07144300","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07144300","MAM",0.333704,"OK"
1,"07144300","JJA",0.381329,"OK"
1,"07144300","Annual",0.511215,"OK"
2,"07144300","SON",0.272363,"OK"
2,"07144300","DJF",-0.037793,"OK"
2,"07144300","MAM",0.628871,"OK"
2,"07144300","JJA",0.469105,"OK"
2,"07144300","Annual",0.593533,"OK"
3,"07144300","SON",0.269244,"OK"
3,"07144300","DJF",0.098703,"OK"
3,"07144300","MAM",0.661322,"OK"
3,"07144300","JJA",0.509463,"OK"
3,"07144300","Annual",0.711637,"OK"
1,"07144550","SON",0.243669,"OK"
1,"07144550","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07144550","MAM",0.338575,"OK"
1,"07144550","JJA",0.435836,"OK"
1,"07144550","Annual",0.539535,"OK"
2,"07144550","SON",0.537967,"OK"
2,"07144550","DJF",NA,"nyr.Nevents.over.zero<5"
2,"07144550","MAM",0.640495,"OK"
2,"07144550","JJA",0.487629,"OK"
2,"07144550","Annual",0.667099,"OK"
3,"07144550","SON",0.234297,"OK"
3,"07144550","DJF",0.307332,"OK"
3,"07144550","MAM",0.656491,"OK"
3,"07144550","JJA",0.270348,"OK"
3,"07144550","Annual",0.701714,"OK"
1,"07144780","SON",0.438492,"OK"
1,"07144780","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07144780","MAM",0.518455,"OK"
1,"07144780","JJA",0.515384,"OK"
1,"07144780","Annual",0.514835,"OK"
2,"07144780","SON",0.561027,"OK"
2,"07144780","DJF",0.614965,"OK"
2,"07144780","MAM",0.601016,"OK"
2,"07144780","JJA",0.570482,"OK"
2,"07144780","Annual",0.700997,"OK"
3,"07144780","SON",0.552598,"OK"
3,"07144780","DJF",0.581178,"OK"
3,"07144780","MAM",0.723301,"OK"
3,"07144780","JJA",0.562915,"OK"
3,"07144780","Annual",0.651521,"OK"
1,"07144795","SON",0.305505,"OK"
1,"07144795","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07144795","MAM",0.584691,"OK"
1,"07144795","JJA",0.719657,"OK"
1,"07144795","Annual",0.652213,"OK"
2,"07144795","SON",0.596916,"OK"
2,"07144795","DJF",0.367201,"OK"
2,"07144795","MAM",0.457664,"OK"
2,"07144795","JJA",0.618936,"OK"
2,"07144795","Annual",0.631201,"OK"
3,"07144795","SON",0.690946,"OK"
3,"07144795","DJF",0.63722,"OK"
3,"07144795","MAM",0.591406,"OK"
3,"07144795","JJA",0.601261,"OK"
3,"07144795","Annual",0.684069,"OK"
1,"07144910","SON",0.839199,"OK"
1,"07144910","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07144910","MAM",0.631653,"OK"
1,"07144910","JJA",0.297627,"OK"
1,"07144910","Annual",0.542241,"OK"
2,"07144910","SON",0.467568,"OK"
2,"07144910","DJF",NA,"nyr.Nevents.over.zero<5"
2,"07144910","MAM",0.59873,"OK"
2,"07144910","JJA",0.581376,"OK"
2,"07144910","Annual",0.531573,"OK"
3,"07144910","SON",0.607987,"OK"
3,"07144910","DJF",0.608276,"OK"
3,"07144910","MAM",0.510804,"OK"
3,"07144910","JJA",0.691784,"OK"
3,"07144910","Annual",0.622217,"OK"
1,"07145200","SON",0.478921,"OK"
1,"07145200","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07145200","MAM",0.500294,"OK"
1,"07145200","JJA",0.097898,"OK"
1,"07145200","Annual",0.468513,"OK"
2,"07145200","SON",0.424625,"OK"
2,"07145200","DJF",0.39248,"OK"
2,"07145200","MAM",0.53299,"OK"
2,"07145200","JJA",0.479548,"OK"
2,"07145200","Annual",0.508804,"OK"
3,"07145200","SON",0.629174,"OK"
3,"07145200","DJF",0.487451,"OK"
3,"07145200","MAM",0.647357,"OK"
3,"07145200","JJA",0.550541,"OK"
3,"07145200","Annual",0.650131,"OK"
1,"07145500","SON",0.502573,"OK"
1,"07145500","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07145500","MAM",0.348054,"OK"
1,"07145500","JJA",0.518196,"OK"
1,"07145500","Annual",0.627559,"OK"
2,"07145500","SON",0.611488,"OK"
2,"07145500","DJF",0.505538,"OK"
2,"07145500","MAM",0.651762,"OK"
2,"07145500","JJA",0.349464,"OK"
2,"07145500","Annual",0.609708,"OK"
3,"07145500","SON",0.679513,"OK"
3,"07145500","DJF",0.270603,"OK"
3,"07145500","MAM",0.575108,"OK"
3,"07145500","JJA",0.583307,"OK"
3,"07145500","Annual",0.738108,"OK"
1,"07145700","SON",0.712572,"OK"
1,"07145700","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07145700","MAM",0.313797,"OK"
1,"07145700","JJA",0.581778,"OK"
1,"07145700","Annual",0.758379,"OK"
2,"07145700","SON",0.551416,"OK"
2,"07145700","DJF",NA,"nyr.Nevents.over.zero<5"
2,"07145700","MAM",0.797442,"OK"
2,"07145700","JJA",0.602125,"OK"
2,"07145700","Annual",0.732058,"OK"
3,"07145700","SON",0.676324,"OK"
3,"07145700","DJF",0.41976,"OK"
3,"07145700","MAM",0.477277,"OK"
3,"07145700","JJA",0.712529,"OK"
3,"07145700","Annual",0.77751,"OK"
1,"07146500","SON",0.311442,"OK"
1,"07146500","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07146500","MAM",0.262344,"OK"
1,"07146500","JJA",0.544514,"OK"
1,"07146500","Annual",0.555733,"OK"
2,"07146500","SON",0.235565,"OK"
2,"07146500","DJF",-0.043515,"OK"
2,"07146500","MAM",0.604541,"OK"
2,"07146500","JJA",0.612268,"OK"
2,"07146500","Annual",0.665111,"OK"
3,"07146500","SON",0.333657,"OK"
3,"07146500","DJF",-0.053853,"OK"
3,"07146500","MAM",0.628627,"OK"
3,"07146500","JJA",0.532678,"OK"
3,"07146500","Annual",0.718498,"OK"
1,"07147070","SON",0.363734,"OK"
1,"07147070","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07147070","MAM",0.604778,"OK"
1,"07147070","JJA",0.497774,"OK"
1,"07147070","Annual",0.576112,"OK"
2,"07147070","SON",0.553409,"OK"
2,"07147070","DJF",0.175144,"OK"
2,"07147070","MAM",0.706025,"OK"
2,"07147070","JJA",0.592877,"OK"
2,"07147070","Annual",0.684606,"OK"
3,"07147070","SON",0.727171,"OK"
3,"07147070","DJF",0.609512,"OK"
3,"07147070","MAM",0.632539,"OK"
3,"07147070","JJA",0.503562,"OK"
3,"07147070","Annual",0.679107,"OK"
1,"07147800","SON",0.564435,"OK"
1,"07147800","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07147800","MAM",0.465001,"OK"
1,"07147800","JJA",0.558968,"OK"
1,"07147800","Annual",0.628064,"OK"
2,"07147800","SON",0.656887,"OK"
2,"07147800","DJF",0.293567,"OK"
2,"07147800","MAM",0.649089,"OK"
2,"07147800","JJA",0.477101,"OK"
2,"07147800","Annual",0.682204,"OK"
3,"07147800","SON",0.601297,"OK"
3,"07147800","DJF",0.541193,"OK"
3,"07147800","MAM",0.651784,"OK"
3,"07147800","JJA",0.591828,"OK"
3,"07147800","Annual",0.771176,"OK"
1,"07148400","SON",0.371101,"OK"
1,"07148400","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07148400","MAM",0.42431,"OK"
1,"07148400","JJA",NA,"all.modeled.values.are.the.same"
1,"07148400","Annual",0.498908,"OK"
2,"07148400","SON",0.692604,"OK"
2,"07148400","DJF",NA,"nyr.Nevents.over.zero<5"
2,"07148400","MAM",0.588741,"OK"
2,"07148400","JJA",0.517611,"OK"
2,"07148400","Annual",0.676299,"OK"
3,"07148400","SON",0.558246,"OK"
3,"07148400","DJF",0.681305,"OK"
3,"07148400","MAM",0.688747,"OK"
3,"07148400","JJA",0.685553,"OK"
3,"07148400","Annual",0.627317,"OK"
1,"07149000","SON",0.568292,"OK"
1,"07149000","DJF",NA,"nyr.Nevents.over.zero<5"
1,"07149000","MAM",0.575133,"OK"
1,"07149000","JJA",0.071393,"OK"
1,"07149000","Annual",0.566464,"OK"
2,"07149000","SON",0.509153,"OK"
2,"07149000","DJF",NA,"nyr.Nevents.over.zero<5"
2,"07149000","MAM",0.58556,"OK"
2,"07149000","JJA",0.469456,"OK"
2,"07149000","Annual",0.583825,"OK"
3,"07149000","SON",0.630716,"OK"
3,"07149000","DJF",0.285401,"OK"
3,"07149000","MAM",0.634972,"OK"
3,"07149000","JJA",0.473606,"OK"
3,"07149000","Annual",0.657359,"OK"
