"NPOT.per.yr","Site.name","Season","corr_spearman","Memo"
3,"05420460","DJF",NA,"all.modeled.values.are.the.same"
3,"05420460","MAM",NA,"all.modeled.values.are.the.same"
3,"05420460","JJA",0.087867,"OK"
3,"05420460","Annual",0.398684,"OK"
1,"05420500","SON",0.888015,"OK"
1,"05420500","DJF",NA,"nyr.Nevents.over.zero<5"
1,"05420500","MAM",0.376571,"OK"
1,"05420500","JJA",0.373016,"OK"
1,"05420500","Annual",0.521067,"OK"
2,"05420500","SON",0.485908,"OK"
2,"05420500","DJF",-0.031506,"OK"
2,"05420500","MAM",NA,"all.modeled.values.are.the.same"
2,"05420500","JJA",0.346261,"OK"
2,"05420500","Annual",0.50238,"OK"
3,"05420500","SON",0.394126,"OK"
3,"05420500","DJF",0.278876,"OK"
3,"05420500","MAM",NA,"all.modeled.values.are.the.same"
3,"05420500","JJA",0.405559,"OK"
3,"05420500","Annual",0.471165,"OK"
1,"05421000","SON",0.459814,"OK"
1,"05421000","DJF",NA,"nyr.Nevents.over.zero<5"
1,"05421000","MAM",0.370327,"OK"
1,"05421000","JJA",0.433343,"OK"
1,"05421000","Annual",0.720538,"OK"
2,"05421000","SON",0.447967,"OK"
2,"05421000","DJF",0.362099,"OK"
2,"05421000","MAM",0.667291,"OK"
2,"05421000","JJA",0.6962,"OK"
2,"05421000","Annual",0.777604,"OK"
3,"05421000","SON",0.652669,"OK"
3,"05421000","DJF",0.37334,"OK"
3,"05421000","MAM",0.590866,"OK"
3,"05421000","JJA",0.667557,"OK"
3,"05421000","Annual",0.770636,"OK"
1,"05422000","SON",0.411376,"OK"
1,"05422000","DJF",-0.031506,"OK"
1,"05422000","MAM",0.513393,"OK"
1,"05422000","JJA",0.451042,"OK"
1,"05422000","Annual",0.493999,"OK"
2,"05422000","SON",0.357524,"OK"
2,"05422000","DJF",-0.043552,"OK"
2,"05422000","MAM",0.60151,"OK"
2,"05422000","JJA",0.514392,"OK"
2,"05422000","Annual",0.732024,"OK"
3,"05422000","SON",0.48242,"OK"
3,"05422000","DJF",0.135261,"OK"
3,"05422000","MAM",0.667557,"OK"
3,"05422000","JJA",0.651166,"OK"
3,"05422000","Annual",0.760707,"OK"
1,"05423500","SON",NA,"nyr.Nevents.over.zero<5"
1,"05423500","DJF",-0.060258,"OK"
1,"05423500","MAM",0.522421,"OK"
1,"05423500","JJA",0.410563,"OK"
1,"05423500","Annual",0.544752,"OK"
2,"05423500","SON",0.521697,"OK"
2,"05423500","DJF",-0.058916,"OK"
2,"05423500","MAM",0.582201,"OK"
2,"05423500","JJA",0.369984,"OK"
2,"05423500","Annual",0.777861,"OK"
3,"05423500","SON",0.687885,"OK"
3,"05423500","DJF",0.406123,"OK"
3,"05423500","MAM",0.522497,"OK"
3,"05423500","JJA",0.614519,"OK"
3,"05423500","Annual",0.714999,"OK"
1,"05425500","SON",0.690596,"OK"
1,"05425500","DJF",NA,"nyr.Nevents.over.zero<5"
1,"05425500","MAM",0.2646,"OK"
1,"05425500","JJA",0.632762,"OK"
1,"05425500","Annual",0.551112,"OK"
2,"05425500","SON",0.576178,"OK"
2,"05425500","DJF",0.323224,"OK"
2,"05425500","MAM",NA,"all.modeled.values.are.the.same"
2,"05425500","JJA",0.535447,"OK"
2,"05425500","Annual",0.484586,"OK"
3,"05425500","SON",0.522279,"OK"
3,"05425500","DJF",0.311538,"OK"
3,"05425500","MAM",NA,"all.modeled.values.are.the.same"
3,"05425500","JJA",0.452869,"OK"
3,"05425500","Annual",0.431849,"OK"
1,"05425912","SON",NA,"nyr.Nevents.over.zero<5"
1,"05425912","DJF",NA,"nyr.Nevents.over.zero<5"
1,"05425912","MAM",0.555279,"OK"
1,"05425912","JJA",0.714082,"OK"
1,"05425912","Annual",0.709818,"OK"
2,"05425912","SON",0.608189,"OK"
2,"05425912","DJF",-0.06577,"OK"
2,"05425912","MAM",0.519704,"OK"
2,"05425912","JJA",0.622249,"OK"
2,"05425912","Annual",0.61959,"OK"
3,"05425912","SON",0.66421,"OK"
3,"05425912","DJF",0.188895,"OK"
3,"05425912","MAM",0.500988,"OK"
3,"05425912","JJA",0.583906,"OK"
3,"05425912","Annual",0.699435,"OK"
1,"05426000","SON",0.810747,"OK"
1,"05426000","DJF",NA,"nyr.Nevents.over.zero<5"
1,"05426000","MAM",0.623346,"OK"
1,"05426000","JJA",0.300686,"OK"
1,"05426000","Annual",0.70052,"OK"
2,"05426000","SON",0.6575,"OK"
2,"05426000","DJF",0.117618,"OK"
2,"05426000","MAM",0.289317,"OK"
2,"05426000","JJA",0.34379,"OK"
2,"05426000","Annual",0.558492,"OK"
3,"05426000","SON",0.682569,"OK"
3,"05426000","DJF",0.414343,"OK"
3,"05426000","MAM",NA,"all.modeled.values.are.the.same"
3,"05426000","JJA",0.345615,"OK"
3,"05426000","Annual",0.540238,"OK"
1,"05426250","SON",NA,"nyr.Nevents.over.zero<5"
1,"05426250","DJF",NA,"nyr.Nevents.over.zero<5"
1,"05426250","MAM",0.345378,"OK"
1,"05426250","JJA",0.362252,"OK"
1,"05426250","Annual",0.470623,"OK"
2,"05426250","SON",0.653477,"OK"
2,"05426250","DJF",0.151082,"OK"
2,"05426250","MAM",NA,"all.modeled.values.are.the.same"
2,"05426250","JJA",0.644598,"OK"
2,"05426250","Annual",0.602158,"OK"
3,"05426250","SON",0.537745,"OK"
3,"05426250","DJF",0.275802,"OK"
3,"05426250","MAM",NA,"all.modeled.values.are.the.same"
3,"05426250","JJA",0.685221,"OK"
3,"05426250","Annual",0.529917,"OK"
1,"05427718","SON",NA,"nyr.Nevents.over.zero<5"
1,"05427718","DJF",-0.06577,"OK"
1,"05427718","MAM",0.319006,"OK"
1,"05427718","JJA",0.435596,"OK"
1,"05427718","Annual",0.413758,"OK"
2,"05427718","SON",0.172212,"OK"
2,"05427718","DJF",0.261479,"OK"
2,"05427718","MAM",0.460737,"OK"
2,"05427718","JJA",0.504912,"OK"
2,"05427718","Annual",0.552077,"OK"
3,"05427718","SON",0.422131,"OK"
3,"05427718","DJF",NA,"all.modeled.values.are.the.same"
3,"05427718","MAM",0.601179,"OK"
3,"05427718","JJA",0.544206,"OK"
3,"05427718","Annual",0.659309,"OK"
1,"05427948","SON",0.236433,"OK"
1,"05427948","DJF",-0.060271,"OK"
1,"05427948","MAM",0.295667,"OK"
1,"05427948","JJA",0.393209,"OK"
1,"05427948","Annual",0.399036,"OK"
2,"05427948","SON",0.181132,"OK"
2,"05427948","DJF",NA,"all.modeled.values.are.the.same"
2,"05427948","MAM",0.384373,"OK"
2,"05427948","JJA",0.585049,"OK"
2,"05427948","Annual",0.430779,"OK"
3,"05427948","SON",0.520685,"OK"
3,"05427948","DJF",NA,"all.modeled.values.are.the.same"
3,"05427948","MAM",0.449503,"OK"
3,"05427948","JJA",0.724304,"OK"
3,"05427948","Annual",0.643005,"OK"
1,"05429500","SON",0.456211,"OK"
1,"05429500","DJF",-0.034749,"OK"
1,"05429500","MAM",0.353753,"OK"
1,"05429500","JJA",0.396676,"OK"
1,"05429500","Annual",0.487521,"OK"
2,"05429500","SON",0.307952,"OK"
2,"05429500","DJF",0.045862,"OK"
2,"05429500","MAM",NA,"all.modeled.values.are.the.same"
2,"05429500","JJA",0.353173,"OK"
2,"05429500","Annual",0.490324,"OK"
3,"05429500","SON",0.456522,"OK"
3,"05429500","DJF",0.211328,"OK"
3,"05429500","MAM",NA,"all.modeled.values.are.the.same"
3,"05429500","JJA",0.390858,"OK"
3,"05429500","Annual",0.397858,"OK"
1,"05430150","SON",NA,"nyr.Nevents.over.zero<5"
1,"05430150","DJF",NA,"all.modeled.values.are.the.same"
1,"05430150","MAM",0.633806,"OK"
1,"05430150","JJA",0.446234,"OK"
1,"05430150","Annual",0.580562,"OK"
2,"05430150","SON",0.463144,"OK"
2,"05430150","DJF",-0.125523,"OK"
2,"05430150","MAM",0.361568,"OK"
2,"05430150","JJA",0.573955,"OK"
2,"05430150","Annual",0.650287,"OK"
3,"05430150","SON",0.660282,"OK"
3,"05430150","DJF",0.324561,"OK"
3,"05430150","MAM",0.631155,"OK"
3,"05430150","JJA",0.568703,"OK"
3,"05430150","Annual",0.694358,"OK"
1,"05430175","SON",0.63285,"OK"
1,"05430175","DJF",NA,"all.modeled.values.are.the.same"
1,"05430175","MAM",0.426534,"OK"
1,"05430175","JJA",0.613628,"OK"
1,"05430175","Annual",0.554939,"OK"
2,"05430175","SON",0.589821,"OK"
2,"05430175","DJF",0.262843,"OK"
2,"05430175","MAM",0.540789,"OK"
2,"05430175","JJA",0.654603,"OK"
2,"05430175","Annual",0.674857,"OK"
3,"05430175","SON",0.534998,"OK"
3,"05430175","DJF",0.356708,"OK"
3,"05430175","MAM",0.311707,"OK"
3,"05430175","JJA",0.540154,"OK"
3,"05430175","Annual",0.621565,"OK"
1,"05430500","SON",0.390879,"OK"
1,"05430500","DJF",NA,"all.modeled.values.are.the.same"
1,"05430500","MAM",0.501115,"OK"
1,"05430500","JJA",0.588193,"OK"
1,"05430500","Annual",0.746718,"OK"
2,"05430500","SON",0.56744,"OK"
2,"05430500","DJF",0.114645,"OK"
2,"05430500","MAM",NA,"all.modeled.values.are.the.same"
2,"05430500","JJA",0.466167,"OK"
2,"05430500","Annual",0.514755,"OK"
3,"05430500","SON",0.589591,"OK"
3,"05430500","DJF",0.274224,"OK"
3,"05430500","MAM",NA,"all.modeled.values.are.the.same"
3,"05430500","JJA",0.485736,"OK"
3,"05430500","Annual",0.532623,"OK"
1,"05431486","SON",0.596142,"OK"
1,"05431486","DJF",NA,"all.modeled.values.are.the.same"
1,"05431486","MAM",0.486175,"OK"
1,"05431486","JJA",0.407017,"OK"
1,"05431486","Annual",0.603351,"OK"
2,"05431486","SON",0.565707,"OK"
2,"05431486","DJF",0.353357,"OK"
2,"05431486","MAM",0.579004,"OK"
2,"05431486","JJA",0.55235,"OK"
2,"05431486","Annual",0.646688,"OK"
3,"05431486","SON",0.453923,"OK"
3,"05431486","DJF",0.524211,"OK"
3,"05431486","MAM",0.591017,"OK"
3,"05431486","JJA",0.643777,"OK"
3,"05431486","Annual",0.753879,"OK"
1,"05432500","SON",NA,"nyr.Nevents.over.zero<5"
1,"05432500","DJF",NA,"all.modeled.values.are.the.same"
1,"05432500","MAM",0.259427,"OK"
1,"05432500","JJA",0.177546,"OK"
1,"05432500","Annual",0.395299,"OK"
2,"05432500","SON",0.673126,"OK"
2,"05432500","DJF",0.048549,"OK"
2,"05432500","MAM",0.286804,"OK"
2,"05432500","JJA",0.418186,"OK"
2,"05432500","Annual",0.412144,"OK"
3,"05432500","SON",0.472855,"OK"
3,"05432500","DJF",0.294974,"OK"
3,"05432500","MAM",0.43153,"OK"
3,"05432500","JJA",0.59011,"OK"
3,"05432500","Annual",0.599441,"OK"
1,"05433000","SON",0.593792,"OK"
1,"05433000","DJF",NA,"all.modeled.values.are.the.same"
1,"05433000","MAM",0.330062,"OK"
1,"05433000","JJA",0.151148,"OK"
1,"05433000","Annual",0.349607,"OK"
2,"05433000","SON",0.423411,"OK"
2,"05433000","DJF",0.165695,"OK"
2,"05433000","MAM",0.293756,"OK"
2,"05433000","JJA",0.365525,"OK"
2,"05433000","Annual",0.460347,"OK"
3,"05433000","SON",0.540664,"OK"
3,"05433000","DJF",0.28366,"OK"
3,"05433000","MAM",0.487357,"OK"
3,"05433000","JJA",0.611171,"OK"
3,"05433000","Annual",0.525197,"OK"
1,"05434500","SON",0.778258,"OK"
1,"05434500","DJF",NA,"all.modeled.values.are.the.same"
1,"05434500","MAM",0.392212,"OK"
1,"05434500","JJA",0.24274,"OK"
1,"05434500","Annual",0.336717,"OK"
2,"05434500","SON",0.627415,"OK"
2,"05434500","DJF",0.163558,"OK"
2,"05434500","MAM",0.432267,"OK"
2,"05434500","JJA",0.308143,"OK"
2,"05434500","Annual",0.576928,"OK"
3,"05434500","SON",0.56534,"OK"
3,"05434500","DJF",0.370251,"OK"
3,"05434500","MAM",0.418844,"OK"
3,"05434500","JJA",0.590742,"OK"
3,"05434500","Annual",0.579542,"OK"
1,"05435500","SON",0.577579,"OK"
1,"05435500","DJF",-0.05396,"OK"
1,"05435500","MAM",0.463701,"OK"
1,"05435500","JJA",0.126171,"OK"
1,"05435500","Annual",0.570771,"OK"
2,"05435500","SON",0.491789,"OK"
2,"05435500","DJF",0.330532,"OK"
2,"05435500","MAM",0.329846,"OK"
2,"05435500","JJA",0.378066,"OK"
2,"05435500","Annual",0.597208,"OK"
3,"05435500","SON",0.669961,"OK"
3,"05435500","DJF",0.505643,"OK"
3,"05435500","MAM",0.33134,"OK"
3,"05435500","JJA",0.571446,"OK"
3,"05435500","Annual",0.679852,"OK"
1,"05436500","SON",NA,"nyr.Nevents.over.zero<5"
1,"05436500","DJF",NA,"all.modeled.values.are.the.same"
1,"05436500","MAM",0.409602,"OK"
1,"05436500","JJA",0.497324,"OK"
1,"05436500","Annual",0.370256,"OK"
2,"05436500","SON",0.570316,"OK"
2,"05436500","DJF",0.256005,"OK"
2,"05436500","MAM",0.444974,"OK"
2,"05436500","JJA",0.531708,"OK"
2,"05436500","Annual",0.651214,"OK"
3,"05436500","SON",0.677866,"OK"
3,"05436500","DJF",0.473348,"OK"
3,"05436500","MAM",0.509683,"OK"
3,"05436500","JJA",0.479372,"OK"
3,"05436500","Annual",0.699123,"OK"
1,"05437500","SON",NA,"nyr.Nevents.over.zero<5"
1,"05437500","DJF",0.163354,"OK"
1,"05437500","MAM",0.429862,"OK"
1,"05437500","JJA",0.455151,"OK"
1,"05437500","Annual",0.535276,"OK"
2,"05437500","SON",0.51353,"OK"
2,"05437500","DJF",0.37911,"OK"
2,"05437500","MAM",0.54383,"OK"
2,"05437500","JJA",0.502709,"OK"
2,"05437500","Annual",0.618887,"OK"
3,"05437500","SON",0.491626,"OK"
3,"05437500","DJF",0.498708,"OK"
3,"05437500","MAM",0.419984,"OK"
3,"05437500","JJA",0.516828,"OK"
3,"05437500","Annual",0.620186,"OK"
1,"05438283","SON",NA,"nyr.Nevents.over.zero<5"
1,"05438283","DJF",NA,"all.modeled.values.are.the.same"
1,"05438283","MAM",0.673161,"OK"
1,"05438283","JJA",0.448705,"OK"
1,"05438283","Annual",0.549587,"OK"
2,"05438283","SON",NA,"nyr.Nevents.over.zero<5"
2,"05438283","DJF",0.256418,"OK"
2,"05438283","MAM",0.586017,"OK"
2,"05438283","JJA",0.358817,"OK"
2,"05438283","Annual",0.653447,"OK"
3,"05438283","SON",NA,"nyr.Nevents.over.zero<5"
3,"05438283","DJF",0.467142,"OK"
3,"05438283","MAM",0.601428,"OK"
3,"05438283","JJA",0.464118,"OK"
3,"05438283","Annual",0.568694,"OK"
1,"05438500","SON",NA,"nyr.Nevents.over.zero<5"
1,"05438500","DJF",-0.087538,"OK"
1,"05438500","MAM",0.568032,"OK"
1,"05438500","JJA",0.427281,"OK"
1,"05438500","Annual",0.607148,"OK"
2,"05438500","SON",0.670125,"OK"
2,"05438500","DJF",0.239516,"OK"
2,"05438500","MAM",0.542263,"OK"
2,"05438500","JJA",0.530924,"OK"
2,"05438500","Annual",0.693593,"OK"
3,"05438500","SON",0.673397,"OK"
3,"05438500","DJF",0.536814,"OK"
3,"05438500","MAM",0.597102,"OK"
3,"05438500","JJA",0.673995,"OK"
3,"05438500","Annual",0.784007,"OK"
1,"05439000","SON",NA,"nyr.Nevents.over.zero<5"
1,"05439000","DJF",-0.062137,"OK"
1,"05439000","MAM",0.59828,"OK"
1,"05439000","JJA",0.371786,"OK"
1,"05439000","Annual",0.414129,"OK"
2,"05439000","SON",0.578073,"OK"
2,"05439000","DJF",0.148513,"OK"
2,"05439000","MAM",0.573139,"OK"
2,"05439000","JJA",0.454825,"OK"
2,"05439000","Annual",0.593494,"OK"
3,"05439000","SON",0.4845,"OK"
3,"05439000","DJF",0.464173,"OK"
3,"05439000","MAM",0.563666,"OK"
3,"05439000","JJA",0.620653,"OK"
3,"05439000","Annual",0.612505,"OK"
1,"05439500","SON",NA,"nyr.Nevents.over.zero<5"
1,"05439500","DJF",0.101681,"OK"
1,"05439500","MAM",0.596366,"OK"
1,"05439500","JJA",0.466919,"OK"
1,"05439500","Annual",0.381221,"OK"
2,"05439500","SON",0.587421,"OK"
2,"05439500","DJF",0.221254,"OK"
2,"05439500","MAM",0.516684,"OK"
2,"05439500","JJA",0.430003,"OK"
2,"05439500","Annual",0.640801,"OK"
3,"05439500","SON",0.566503,"OK"
3,"05439500","DJF",0.344615,"OK"
3,"05439500","MAM",0.525891,"OK"
3,"05439500","JJA",0.602264,"OK"
3,"05439500","Annual",0.677638,"OK"
1,"05440000","SON",NA,"nyr.Nevents.over.zero<5"
1,"05440000","DJF",-0.027132,"OK"
1,"05440000","MAM",0.547612,"OK"
1,"05440000","JJA",0.563885,"OK"
1,"05440000","Annual",0.541631,"OK"
2,"05440000","SON",0.640432,"OK"
2,"05440000","DJF",0.283367,"OK"
2,"05440000","MAM",0.533055,"OK"
2,"05440000","JJA",0.467725,"OK"
2,"05440000","Annual",0.702805,"OK"
3,"05440000","SON",0.579612,"OK"
3,"05440000","DJF",0.483477,"OK"
3,"05440000","MAM",0.61414,"OK"
3,"05440000","JJA",0.625678,"OK"
3,"05440000","Annual",0.745656,"OK"
1,"05443500","SON",NA,"nyr.Nevents.over.zero<5"
1,"05443500","DJF",-0.081813,"OK"
1,"05443500","MAM",0.507091,"OK"
1,"05443500","JJA",0.515645,"OK"
1,"05443500","Annual",0.623462,"OK"
2,"05443500","SON",0.620902,"OK"
2,"05443500","DJF",0.404239,"OK"
2,"05443500","MAM",0.517478,"OK"
2,"05443500","JJA",0.567515,"OK"
2,"05443500","Annual",0.684846,"OK"
3,"05443500","SON",0.503915,"OK"
3,"05443500","DJF",0.631423,"OK"
3,"05443500","MAM",0.430972,"OK"
3,"05443500","JJA",0.601569,"OK"
3,"05443500","Annual",0.638237,"OK"
1,"05444000","SON",NA,"nyr.Nevents.over.zero<5"
1,"05444000","DJF",0.164961,"OK"
1,"05444000","MAM",0.601467,"OK"
1,"05444000","JJA",0.509687,"OK"
1,"05444000","Annual",0.430729,"OK"
2,"05444000","SON",0.365247,"OK"
2,"05444000","DJF",0.178696,"OK"
2,"05444000","MAM",0.416623,"OK"
2,"05444000","JJA",0.456617,"OK"
2,"05444000","Annual",0.547418,"OK"
3,"05444000","SON",0.514079,"OK"
3,"05444000","DJF",0.448208,"OK"
3,"05444000","MAM",0.484268,"OK"
3,"05444000","JJA",0.610575,"OK"
3,"05444000","Annual",0.64456,"OK"
1,"05446500","SON",NA,"nyr.Nevents.over.zero<5"
1,"05446500","DJF",-0.0805,"OK"
1,"05446500","MAM",0.544159,"OK"
1,"05446500","JJA",0.484213,"OK"
1,"05446500","Annual",0.544911,"OK"
2,"05446500","SON",0.532835,"OK"
2,"05446500","DJF",0.300527,"OK"
2,"05446500","MAM",0.551109,"OK"
2,"05446500","JJA",0.596005,"OK"
2,"05446500","Annual",0.692655,"OK"
3,"05446500","SON",0.482087,"OK"
3,"05446500","DJF",0.459544,"OK"
3,"05446500","MAM",0.410342,"OK"
3,"05446500","JJA",0.630791,"OK"
3,"05446500","Annual",0.674744,"OK"
1,"05447500","SON",-0.034766,"OK"
1,"05447500","DJF",-0.094894,"OK"
1,"05447500","MAM",0.39216,"OK"
1,"05447500","JJA",0.427483,"OK"
1,"05447500","Annual",0.498672,"OK"
2,"05447500","SON",0.5338,"OK"
2,"05447500","DJF",0.369766,"OK"
2,"05447500","MAM",0.5273,"OK"
2,"05447500","JJA",0.490689,"OK"
2,"05447500","Annual",0.608374,"OK"
3,"05447500","SON",0.631265,"OK"
3,"05447500","DJF",0.483415,"OK"
3,"05447500","MAM",0.575128,"OK"
3,"05447500","JJA",0.589341,"OK"
3,"05447500","Annual",0.722966,"OK"
1,"05448000","SON",0.355183,"OK"
1,"05448000","DJF",0.236667,"OK"
1,"05448000","MAM",0.498552,"OK"
1,"05448000","JJA",0.518221,"OK"
1,"05448000","Annual",0.647446,"OK"
2,"05448000","SON",0.627395,"OK"
2,"05448000","DJF",0.463549,"OK"
2,"05448000","MAM",0.550249,"OK"
2,"05448000","JJA",0.460477,"OK"
2,"05448000","Annual",0.64277,"OK"
3,"05448000","SON",0.632112,"OK"
3,"05448000","DJF",0.589546,"OK"
3,"05448000","MAM",0.579824,"OK"
3,"05448000","JJA",0.582442,"OK"
3,"05448000","Annual",0.704613,"OK"
1,"05449500","SON",NA,"nyr.Nevents.over.zero<5"
1,"05449500","DJF",NA,"nyr.Nevents.over.zero<5"
1,"05449500","MAM",0.542332,"OK"
1,"05449500","JJA",0.489868,"OK"
1,"05449500","Annual",0.683868,"OK"
2,"05449500","SON",0.595623,"OK"
2,"05449500","DJF",0.393818,"OK"
2,"05449500","MAM",0.55589,"OK"
2,"05449500","JJA",0.596917,"OK"
2,"05449500","Annual",0.727869,"OK"
3,"05449500","SON",0.535101,"OK"
3,"05449500","DJF",0.57771,"OK"
3,"05449500","MAM",0.687845,"OK"
3,"05449500","JJA",0.703742,"OK"
3,"05449500","Annual",0.733102,"OK"
1,"05451500","SON",NA,"nyr.Nevents.over.zero<5"
1,"05451500","DJF",NA,"nyr.Nevents.over.zero<5"
1,"05451500","MAM",0.418107,"OK"
1,"05451500","JJA",0.49721,"OK"
1,"05451500","Annual",0.681674,"OK"
2,"05451500","SON",0.510049,"OK"
2,"05451500","DJF",0.441061,"OK"
2,"05451500","MAM",0.569617,"OK"
2,"05451500","JJA",0.549085,"OK"
2,"05451500","Annual",0.744025,"OK"
3,"05451500","SON",0.578372,"OK"
3,"05451500","DJF",0.446942,"OK"
3,"05451500","MAM",0.683424,"OK"
3,"05451500","JJA",0.542079,"OK"
3,"05451500","Annual",0.750286,"OK"
1,"05451700","SON",-0.045493,"OK"
1,"05451700","DJF",0.227869,"OK"
1,"05451700","MAM",0.446114,"OK"
1,"05451700","JJA",0.337934,"OK"
1,"05451700","Annual",0.643117,"OK"
2,"05451700","SON",0.361975,"OK"
2,"05451700","DJF",0.165774,"OK"
2,"05451700","MAM",0.717479,"OK"
2,"05451700","JJA",0.502904,"OK"
2,"05451700","Annual",0.729137,"OK"
3,"05451700","SON",0.330064,"OK"
3,"05451700","DJF",0.249733,"OK"
3,"05451700","MAM",0.640125,"OK"
3,"05451700","JJA",0.601978,"OK"
3,"05451700","Annual",0.853591,"OK"
1,"05451900","SON",NA,"nyr.Nevents.over.zero<5"
1,"05451900","DJF",0.295421,"OK"
1,"05451900","MAM",0.40084,"OK"
1,"05451900","JJA",0.41896,"OK"
1,"05451900","Annual",0.583899,"OK"
2,"05451900","SON",0.303544,"OK"
2,"05451900","DJF",0.153158,"OK"
2,"05451900","MAM",0.569289,"OK"
2,"05451900","JJA",0.560527,"OK"
2,"05451900","Annual",0.760716,"OK"
3,"05451900","SON",0.366342,"OK"
3,"05451900","DJF",0.364609,"OK"
3,"05451900","MAM",0.636806,"OK"
3,"05451900","JJA",0.526146,"OK"
3,"05451900","Annual",0.748137,"OK"
1,"05452000","SON",NA,"nyr.Nevents.over.zero<5"
1,"05452000","DJF",NA,"all.modeled.values.are.the.same"
1,"05452000","MAM",0.480254,"OK"
1,"05452000","JJA",0.284047,"OK"
1,"05452000","Annual",0.370188,"OK"
2,"05452000","SON",0.199626,"OK"
2,"05452000","DJF",0.10938,"OK"
2,"05452000","MAM",0.648983,"OK"
2,"05452000","JJA",0.705593,"OK"
2,"05452000","Annual",0.667766,"OK"
3,"05452000","SON",0.495536,"OK"
3,"05452000","DJF",0.161651,"OK"
3,"05452000","MAM",0.652262,"OK"
3,"05452000","JJA",0.444989,"OK"
3,"05452000","Annual",0.764882,"OK"
1,"05452200","SON",NA,"nyr.Nevents.over.zero<5"
1,"05452200","DJF",0.205931,"OK"
1,"05452200","MAM",0.465597,"OK"
1,"05452200","JJA",0.618013,"OK"
1,"05452200","Annual",0.496533,"OK"
2,"05452200","SON",0.298188,"OK"
2,"05452200","DJF",0.159168,"OK"
2,"05452200","MAM",0.709929,"OK"
2,"05452200","JJA",0.455757,"OK"
2,"05452200","Annual",0.714906,"OK"
3,"05452200","SON",0.40972,"OK"
3,"05452200","DJF",0.412669,"OK"
3,"05452200","MAM",0.660311,"OK"
3,"05452200","JJA",0.615628,"OK"
3,"05452200","Annual",0.788496,"OK"
1,"05453000","SON",0.394287,"OK"
1,"05453000","DJF",-0.037831,"OK"
1,"05453000","MAM",0.472582,"OK"
1,"05453000","JJA",0.579285,"OK"
1,"05453000","Annual",0.537926,"OK"
2,"05453000","SON",0.379489,"OK"
2,"05453000","DJF",0.140971,"OK"
2,"05453000","MAM",0.672838,"OK"
2,"05453000","JJA",0.445193,"OK"
2,"05453000","Annual",0.684381,"OK"
3,"05453000","SON",0.49473,"OK"
3,"05453000","DJF",0.211834,"OK"
3,"05453000","MAM",0.685417,"OK"
3,"05453000","JJA",0.603263,"OK"
3,"05453000","Annual",0.850214,"OK"
1,"05453100","SON",NA,"nyr.Nevents.over.zero<5"
1,"05453100","DJF",NA,"nyr.Nevents.over.zero<5"
1,"05453100","MAM",0.575251,"OK"
1,"05453100","JJA",0.395981,"OK"
1,"05453100","Annual",0.698119,"OK"
2,"05453100","SON",0.498527,"OK"
2,"05453100","DJF",0.191197,"OK"
2,"05453100","MAM",0.618339,"OK"
2,"05453100","JJA",0.564659,"OK"
2,"05453100","Annual",0.719673,"OK"
3,"05453100","SON",0.410743,"OK"
3,"05453100","DJF",0.232819,"OK"
3,"05453100","MAM",0.712212,"OK"
3,"05453100","JJA",0.291926,"OK"
3,"05453100","Annual",0.785153,"OK"
1,"05453520","SON",NA,"nyr.Nevents.over.zero<5"
1,"05453520","DJF",NA,"nyr.Nevents.over.zero<5"
1,"05453520","MAM",0.739111,"OK"
1,"05453520","JJA",0.447214,"OK"
1,"05453520","Annual",0.722701,"OK"
2,"05453520","SON",NA,"nyr.Nevents.over.zero<5"
2,"05453520","DJF",-0.092527,"OK"
2,"05453520","MAM",0.358327,"OK"
2,"05453520","JJA",0.348481,"OK"
2,"05453520","Annual",0.583832,"OK"
3,"05453520","SON",0.525989,"OK"
3,"05453520","DJF",0.219722,"OK"
3,"05453520","MAM",0.592006,"OK"
3,"05453520","JJA",NA,"all.modeled.values.are.the.same"
3,"05453520","Annual",0.754546,"OK"
1,"05454000","SON",0.467118,"OK"
1,"05454000","DJF",-0.076839,"OK"
1,"05454000","MAM",0.568059,"OK"
1,"05454000","JJA",0.420933,"OK"
1,"05454000","Annual",0.65821,"OK"
2,"05454000","SON",0.45872,"OK"
2,"05454000","DJF",0.246731,"OK"
2,"05454000","MAM",0.583917,"OK"
2,"05454000","JJA",0.572135,"OK"
2,"05454000","Annual",0.597064,"OK"
3,"05454000","SON",0.473022,"OK"
3,"05454000","DJF",0.25426,"OK"
3,"05454000","MAM",0.599059,"OK"
3,"05454000","JJA",0.52649,"OK"
3,"05454000","Annual",0.729206,"OK"
1,"05454300","SON",0.477382,"OK"
1,"05454300","DJF",-0.040129,"OK"
1,"05454300","MAM",0.594167,"OK"
1,"05454300","JJA",0.509403,"OK"
1,"05454300","Annual",0.720835,"OK"
2,"05454300","SON",0.553857,"OK"
2,"05454300","DJF",0.146886,"OK"
2,"05454300","MAM",0.590323,"OK"
2,"05454300","JJA",0.624272,"OK"
2,"05454300","Annual",0.803001,"OK"
3,"05454300","SON",0.601808,"OK"
3,"05454300","DJF",0.295167,"OK"
3,"05454300","MAM",0.735558,"OK"
3,"05454300","JJA",0.675553,"OK"
3,"05454300","Annual",0.817839,"OK"
1,"05454500","SON",NA,"nyr.Nevents.over.zero<5"
1,"05454500","DJF",NA,"nyr.Nevents.over.zero<5"
1,"05454500","MAM",0.570134,"OK"
1,"05454500","JJA",0.552801,"OK"
